,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
34111,Brooklyn,Crown Heights,40.6726,-73.93992,Entire home/apt,135,3,24,2.44,1,246
34112,Brooklyn,Brownsville,40.66648,-73.91375,Entire home/apt,98,2,40,4.15,1,223
34113,Brooklyn,Bergen Beach,40.62697,-73.91357,Entire home/apt,121,30,0,0.0,1,88
34114,Manhattan,Upper West Side,40.79473,-73.96744,Entire home/apt,350,30,2,0.19,10,365
34115,Manhattan,East Harlem,40.81379,-73.93536,Private room,90,1,9,0.81,1,0
34116,Manhattan,Washington Heights,40.85671,-73.93011,Shared room,40,1,19,1.82,2,341
34117,Manhattan,SoHo,40.72367,-73.99868,Entire home/apt,1250,4,21,2.26,1,125
34118,Brooklyn,Clinton Hill,40.6855,-73.96112,Entire home/apt,999,1,2,0.22,4,365
34119,Brooklyn,Crown Heights,40.67788,-73.94525,Private room,100,2,0,0.0,2,364
34120,Brooklyn,Bushwick,40.6964,-73.92675,Private room,65,3,13,1.21,2,302
34121,Manhattan,Upper East Side,40.77997,-73.95214,Entire home/apt,99,7,25,2.28,1,95
34122,Manhattan,Upper East Side,40.77681,-73.95472,Entire home/apt,150,2,6,0.54,1,0
34123,Brooklyn,Windsor Terrace,40.65639,-73.98242,Entire home/apt,250,1,2,0.18,1,0
34124,Brooklyn,Bedford-Stuyvesant,40.68528,-73.958,Entire home/apt,179,4,28,2.99,1,130
34125,Brooklyn,Gowanus,40.66774,-73.99292,Private room,70,2,0,0.0,1,0
34126,Manhattan,Upper East Side,40.77977,-73.95757,Shared room,115,2,43,3.72,1,72
34127,Brooklyn,Bedford-Stuyvesant,40.67745,-73.91954,Entire home/apt,158,2,8,0.69,1,0
34128,Manhattan,Greenwich Village,40.72848,-74.00116,Private room,200,1,5,0.47,1,0
34129,Brooklyn,Prospect-Lefferts Gardens,40.66171,-73.94417,Private room,49,1,85,8.64,2,0
34130,Brooklyn,Williamsburg,40.71603,-73.9409,Entire home/apt,128,5,0,0.0,1,35
34131,Manhattan,Kips Bay,40.74079,-73.98303,Entire home/apt,750,31,0,0.0,1,365
34132,Brooklyn,Prospect-Lefferts Gardens,40.6597,-73.94863,Entire home/apt,200,2,4,0.34,1,11
34133,Queens,Woodside,40.74353,-73.90443,Private room,35,29,0,0.0,37,30
34134,Manhattan,Upper West Side,40.78802,-73.97253,Entire home/apt,250,2,0,0.0,2,38
34135,Queens,Jackson Heights,40.75017,-73.89219,Entire home/apt,180,5,2,0.21,2,363
34136,Brooklyn,Williamsburg,40.70975,-73.95651,Private room,80,1,2,0.19,1,0
34137,Manhattan,West Village,40.73666,-73.99851,Private room,59,7,5,0.43,3,3
34138,Brooklyn,Carroll Gardens,40.67738,-73.99723,Entire home/apt,180,3,17,1.45,1,106
34139,Manhattan,Gramercy,40.7348,-73.98312,Private room,189,1,1,0.09,2,0
34140,Brooklyn,Bedford-Stuyvesant,40.68345,-73.93874,Entire home/apt,95,3,6,0.54,1,0
34141,Manhattan,Gramercy,40.73411,-73.98289,Private room,199,1,1,0.09,2,0
34142,Manhattan,East Village,40.72527,-73.98338,Private room,100,1,33,2.8,2,1
34143,Manhattan,Greenwich Village,40.73237,-73.99344,Private room,200,30,1,0.09,1,90
34144,Manhattan,West Village,40.73264,-74.0062,Entire home/apt,275,1,3,0.26,1,0
34145,Brooklyn,Borough Park,40.64436,-73.99866,Private room,55,3,0,0.0,1,363
34146,Brooklyn,Bedford-Stuyvesant,40.68426,-73.9451,Private room,62,2,18,1.8,3,356
34147,Manhattan,Chinatown,40.71694,-73.99032,Private room,93,1,12,1.08,2,11
34148,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9442,Private room,62,2,29,3.13,3,324
34149,Manhattan,East Harlem,40.80203,-73.93885,Shared room,60,1,17,1.48,1,0
34150,Brooklyn,Bedford-Stuyvesant,40.68374,-73.94368,Private room,55,2,20,1.7,3,353
34151,Brooklyn,Williamsburg,40.70917,-73.93513,Private room,50,2,25,2.26,2,21
34152,Brooklyn,Bedford-Stuyvesant,40.69817,-73.93776,Private room,35,2,21,1.88,1,1
34153,Staten Island,Randall Manor,40.62972,-74.12539,Private room,22,1,21,1.77,3,261
34154,Manhattan,Upper West Side,40.80209,-73.96742,Private room,70,2,11,1.07,4,4
34155,Manhattan,Upper West Side,40.80233,-73.96742,Entire home/apt,350,1,8,0.88,4,135
34156,Manhattan,Chelsea,40.74217,-73.99649,Entire home/apt,98,12,0,0.0,1,0
34157,Brooklyn,Clinton Hill,40.68477,-73.96799,Entire home/apt,189,10,3,0.32,1,14
34158,Bronx,Edenwald,40.8859,-73.83517,Entire home/apt,95,3,5,0.66,3,311
34159,Staten Island,Prince's Bay,40.527,-74.20941,Private room,118,1,0,0.0,1,353
34160,Brooklyn,Greenpoint,40.73438,-73.95863,Entire home/apt,230,10,1,0.3,1,0
34161,Staten Island,Willowbrook,40.59886,-74.13217,Entire home/apt,249,4,9,0.8,2,351
34162,Manhattan,Harlem,40.81523,-73.9463,Private room,75,2,6,0.55,2,68
34163,Manhattan,East Harlem,40.80714,-73.93747,Private room,80,1,29,3.04,3,193
34164,Manhattan,West Village,40.73894,-74.00108,Entire home/apt,250,2,15,1.33,1,0
34165,Manhattan,Midtown,40.75316,-73.97241,Entire home/apt,450,6,2,0.31,1,48
34166,Manhattan,Harlem,40.81561,-73.93692,Entire home/apt,130,3,9,0.78,1,0
34167,Manhattan,Upper West Side,40.77159,-73.98215,Entire home/apt,151,5,8,0.73,1,27
34168,Queens,Jamaica,40.67022,-73.77296,Private room,90,1,12,1.11,3,86
34169,Brooklyn,Coney Island,40.5721,-73.99712,Private room,290,1,1,0.75,1,364
34170,Brooklyn,Borough Park,40.63528,-74.00734,Private room,60,1,4,0.84,7,152
34171,Manhattan,Chelsea,40.74309,-73.99535,Private room,115,55,11,1.31,1,204
34172,Manhattan,Financial District,40.70617,-74.00948,Entire home/apt,200,7,5,0.46,1,0
34173,Manhattan,West Village,40.73144,-74.00523,Entire home/apt,250,3,4,0.39,1,0
34174,Brooklyn,Bedford-Stuyvesant,40.68031,-73.9186,Private room,44,2,31,2.7,2,77
34175,Manhattan,East Village,40.72327,-73.98105,Private room,160,2,17,1.48,1,0
34176,Manhattan,Chelsea,40.74676,-74.00308,Entire home/apt,329,4,17,1.53,3,252
34177,Manhattan,Hell's Kitchen,40.76668,-73.99656,Entire home/apt,135,2,21,2.78,1,5
34178,Brooklyn,Bedford-Stuyvesant,40.69088,-73.94499,Private room,70,1,4,0.4,1,0
34179,Manhattan,East Village,40.72617,-73.97934,Entire home/apt,275,2,47,4.05,1,275
34180,Manhattan,Washington Heights,40.83668,-73.94476,Private room,37,13,2,0.17,1,0
34181,Brooklyn,Williamsburg,40.71326,-73.9644,Entire home/apt,175,5,5,0.46,1,198
34182,Manhattan,Midtown,40.74585,-73.98237,Private room,100,4,32,2.87,2,174
34183,Brooklyn,Bedford-Stuyvesant,40.68863,-73.93902,Private room,55,2,6,0.53,1,79
34184,Manhattan,Upper East Side,40.77093,-73.95485,Entire home/apt,86,3,12,1.08,1,0
34185,Manhattan,Midtown,40.75546,-73.98086,Entire home/apt,200,4,12,1.24,1,0
34186,Queens,Elmhurst,40.74103,-73.88253,Private room,59,2,8,0.76,1,331
34187,Manhattan,Chelsea,40.73916,-73.99471,Entire home/apt,85,14,1,0.15,1,16
34188,Manhattan,Upper East Side,40.77648,-73.95428,Entire home/apt,215,2,0,0.0,2,0
34189,Queens,Woodside,40.74446,-73.90466,Private room,45,30,5,0.51,37,1
34190,Brooklyn,Williamsburg,40.71145,-73.95302,Entire home/apt,315,1,44,3.84,3,113
34191,Brooklyn,Prospect-Lefferts Gardens,40.65421,-73.96155,Shared room,47,2,10,0.93,1,0
34192,Brooklyn,Downtown Brooklyn,40.69122,-73.9907,Entire home/apt,149,6,2,0.18,1,11
34193,Manhattan,East Village,40.72338,-73.98346,Entire home/apt,100,2,14,1.39,2,5
34194,Queens,Fresh Meadows,40.7392,-73.79181,Entire home/apt,250,1,1,0.09,1,363
34195,Brooklyn,Brighton Beach,40.57987,-73.95889,Private room,65,1,43,3.82,5,283
34196,Manhattan,Upper West Side,40.78493,-73.97683,Private room,50,4,4,0.42,1,0
34197,Brooklyn,Flatbush,40.64188,-73.95317,Private room,65,2,2,0.19,6,287
34198,Manhattan,Inwood,40.86945,-73.92123,Entire home/apt,106,30,1,0.25,1,8
34199,Brooklyn,Canarsie,40.64651,-73.90043,Private room,59,2,28,3.19,4,178
34200,Manhattan,Upper West Side,40.78986,-73.96688,Entire home/apt,195,2,21,1.83,1,2
34201,Brooklyn,Bedford-Stuyvesant,40.68007,-73.92963,Entire home/apt,150,5,36,3.62,1,145
34202,Brooklyn,Bushwick,40.70181,-73.91566,Private room,65,1,44,5.34,3,27
34203,Manhattan,Hell's Kitchen,40.76176,-73.98981,Entire home/apt,700,4,19,1.63,1,134
34204,Manhattan,East Harlem,40.80603,-73.94114,Entire home/apt,275,2,27,2.87,1,29
34205,Manhattan,Lower East Side,40.71936,-73.99229,Entire home/apt,137,5,22,2.19,1,40
34206,Brooklyn,Flatbush,40.6417,-73.95251,Private room,55,2,2,0.19,6,287
34207,Brooklyn,Williamsburg,40.71671,-73.94094,Private room,70,6,1,0.1,1,287
34208,Brooklyn,Fort Greene,40.68925,-73.97108,Entire home/apt,165,2,16,3.72,1,29
34209,Bronx,Concourse Village,40.82855,-73.91856,Private room,47,1,9,0.82,2,332
34210,Brooklyn,Bushwick,40.70144,-73.92094,Private room,35,5,3,0.27,1,0
34211,Queens,East Elmhurst,40.75817,-73.89893,Entire home/apt,85,1,43,3.72,1,0
34212,Brooklyn,Bedford-Stuyvesant,40.68652,-73.94848,Private room,46,3,5,0.47,1,0
34213,Brooklyn,Boerum Hill,40.69033,-73.98994,Entire home/apt,130,3,6,0.51,1,194
34214,Manhattan,Kips Bay,40.73933,-73.9797,Entire home/apt,185,7,13,1.26,1,292
34215,Brooklyn,Flatbush,40.64599,-73.96079,Entire home/apt,100,2,5,0.46,1,0
34216,Manhattan,Harlem,40.8183,-73.93828,Private room,52,1,13,1.34,4,167
34217,Brooklyn,Bedford-Stuyvesant,40.6875,-73.9588,Private room,150,1,36,3.23,1,29
34218,Brooklyn,Clinton Hill,40.68454,-73.96425,Entire home/apt,88,3,8,0.81,1,0
34219,Manhattan,Hell's Kitchen,40.76391,-73.99325,Shared room,39,1,44,4.0,1,31
34220,Queens,Sunnyside,40.74161,-73.92505,Shared room,40,1,20,1.88,9,343
34221,Manhattan,Chelsea,40.74708,-73.99131,Entire home/apt,155,3,11,4.78,3,84
34222,Queens,Ditmars Steinway,40.77405,-73.90328,Private room,55,20,0,0.0,3,31
34223,Brooklyn,Windsor Terrace,40.65086,-73.97757,Private room,65,2,0,0.0,2,0
34224,Manhattan,East Harlem,40.806,-73.94082,Private room,90,2,2,0.18,1,11
34225,Brooklyn,Flatbush,40.64118,-73.95245,Private room,54,2,3,0.28,6,286
34226,Brooklyn,Flatbush,40.64228,-73.95204,Private room,40,2,4,0.37,6,260
34227,Brooklyn,Mill Basin,40.61768,-73.91669,Entire home/apt,85,2,36,3.26,1,322
34228,Queens,Elmhurst,40.74022,-73.87614,Private room,34,30,0,0.0,37,0
34229,Brooklyn,Brooklyn Heights,40.69176,-73.99336,Entire home/apt,132,3,6,0.55,1,0
34230,Manhattan,Harlem,40.82372,-73.95122,Private room,80,2,19,1.71,1,0
34231,Manhattan,Midtown,40.75019,-73.97045,Entire home/apt,225,30,0,0.0,65,310
34232,Manhattan,Upper East Side,40.77093,-73.95873,Entire home/apt,285,30,0,0.0,65,365
34233,Manhattan,Midtown,40.75237,-73.9704,Entire home/apt,190,30,0,0.0,65,364
34234,Brooklyn,Crown Heights,40.6756,-73.95232,Private room,140,2,41,3.69,4,334
34235,Brooklyn,Bedford-Stuyvesant,40.68167,-73.93608,Entire home/apt,87,2,0,0.0,1,0
34236,Queens,Ditmars Steinway,40.77377,-73.9048,Private room,50,15,0,0.0,3,0
34237,Brooklyn,Clinton Hill,40.69456,-73.96439,Private room,120,1,3,0.63,1,0
34238,Manhattan,Hell's Kitchen,40.76795,-73.98432,Entire home/apt,165,2,11,1.04,1,2
34239,Brooklyn,Bedford-Stuyvesant,40.6939,-73.93239,Private room,50,6,2,0.18,1,0
34240,Manhattan,Harlem,40.82423,-73.95056,Private room,49,1,27,2.41,2,180
34241,Manhattan,Chelsea,40.74756,-73.99072,Private room,165,2,5,3.0,3,93
34242,Brooklyn,Bedford-Stuyvesant,40.68625,-73.94045,Entire home/apt,192,1,2,0.17,1,0
34243,Brooklyn,Bedford-Stuyvesant,40.68049,-73.91918,Entire home/apt,150,2,17,2.34,1,0
34244,Brooklyn,Fort Greene,40.68876,-73.97048,Entire home/apt,1200,3,1,0.09,1,0
34245,Manhattan,East Village,40.72673,-73.98766,Private room,415,1,2,0.23,7,0
34246,Brooklyn,East Flatbush,40.63956,-73.95033,Private room,75,3,10,0.91,3,123
34247,Brooklyn,Bedford-Stuyvesant,40.69149,-73.96043,Private room,60,2,5,0.48,1,2
34248,Manhattan,Harlem,40.80136,-73.95158,Entire home/apt,100,3,16,1.42,1,0
34249,Brooklyn,Williamsburg,40.71219,-73.96301,Entire home/apt,329,4,1,0.16,1,0
34250,Brooklyn,Prospect-Lefferts Gardens,40.65614,-73.9584,Private room,39,1,11,2.29,5,309
34251,Manhattan,West Village,40.73399,-74.00357,Entire home/apt,89,1,54,4.82,8,2
34252,Brooklyn,Flatbush,40.6395,-73.96507,Entire home/apt,150,4,27,2.39,2,29
34253,Manhattan,Financial District,40.70571,-74.00675,Entire home/apt,139,3,1,0.27,1,0
34254,Manhattan,Chelsea,40.74462,-74.0013,Entire home/apt,230,2,1,1.0,1,77
34255,Brooklyn,Williamsburg,40.7159,-73.95905,Private room,75,2,1,0.09,1,0
34256,Brooklyn,Williamsburg,40.7154,-73.93926,Entire home/apt,135,2,44,4.11,1,7
34257,Manhattan,East Harlem,40.79729,-73.93092,Entire home/apt,185,1,24,2.06,1,314
34258,Manhattan,Upper East Side,40.77979,-73.95297,Entire home/apt,128,1,11,0.96,1,30
34259,Brooklyn,Crown Heights,40.66483,-73.95883,Entire home/apt,110,4,2,0.2,1,32
34260,Manhattan,Midtown,40.74832,-73.98423,Private room,80,5,2,0.17,1,0
34261,Manhattan,Chelsea,40.74017,-73.99485,Entire home/apt,175,3,6,0.57,1,5
34262,Brooklyn,Prospect Heights,40.67329,-73.96627,Entire home/apt,160,5,6,0.55,1,28
34263,Manhattan,East Village,40.7297,-73.98552,Entire home/apt,250,7,16,1.72,1,135
34264,Manhattan,West Village,40.73692,-74.00531,Entire home/apt,225,2,17,1.54,2,0
34265,Queens,East Elmhurst,40.76087,-73.88375,Private room,45,3,19,1.67,2,0
34266,Manhattan,Upper East Side,40.78306,-73.94524,Entire home/apt,150,30,0,0.0,8,364
34267,Staten Island,St. George,40.64275,-74.08001,Private room,120,2,1,0.31,1,350
34268,Brooklyn,Bushwick,40.68991,-73.91179,Private room,50,2,26,2.5,3,80
34269,Manhattan,Morningside Heights,40.80279,-73.96325,Private room,60,2,58,5.67,1,110
34270,Brooklyn,Bushwick,40.70265,-73.92606,Private room,70,2,28,2.43,5,359
34271,Brooklyn,Bushwick,40.70442,-73.92752,Private room,80,2,30,2.71,5,361
34272,Manhattan,Hell's Kitchen,40.76035,-73.99524,Entire home/apt,200,2,22,2.06,1,155
34273,Queens,Flushing,40.75785,-73.81948,Entire home/apt,120,3,21,2.09,1,152
34274,Queens,Ridgewood,40.70775,-73.90853,Private room,53,7,0,0.0,2,0
34275,Queens,Sunnyside,40.74506,-73.92444,Entire home/apt,200,1,1,0.09,1,0
34276,Manhattan,Upper West Side,40.78461,-73.98078,Entire home/apt,175,30,2,0.27,1,215
34277,Manhattan,SoHo,40.72586,-74.00079,Private room,75,1,14,1.25,1,0
34278,Manhattan,Chelsea,40.74312,-73.99573,Entire home/apt,149,5,5,0.45,1,0
34279,Brooklyn,Bedford-Stuyvesant,40.68036,-73.94587,Private room,150,3,1,0.09,1,179
34280,Brooklyn,Bushwick,40.69279,-73.91423,Entire home/apt,110,2,21,2.96,1,13
34281,Brooklyn,Park Slope,40.67947,-73.97618,Entire home/apt,150,7,1,0.11,1,0
34282,Manhattan,Upper East Side,40.77847,-73.94962,Entire home/apt,147,7,10,0.86,2,11
34283,Brooklyn,Bedford-Stuyvesant,40.68518,-73.93517,Entire home/apt,150,5,5,0.48,1,0
34284,Brooklyn,Sheepshead Bay,40.59887,-73.9579,Private room,138,1,1,0.14,2,269
34285,Brooklyn,Bedford-Stuyvesant,40.69176,-73.9383,Private room,135,2,10,1.21,6,249
34286,Brooklyn,Gravesend,40.59982,-73.98679,Shared room,100,1,1,0.09,1,363
34287,Bronx,Longwood,40.82445,-73.90341,Private room,90,2,1,0.09,3,0
34288,Brooklyn,Bedford-Stuyvesant,40.67786,-73.93254,Entire home/apt,500,1,1,0.13,14,53
34289,Staten Island,New Brighton,40.63813,-74.0929,Private room,115,3,42,3.8,1,115
34290,Brooklyn,Bedford-Stuyvesant,40.67851,-73.93071,Entire home/apt,300,1,1,0.12,14,53
34291,Brooklyn,Bedford-Stuyvesant,40.68923,-73.92816,Private room,43,30,1,0.43,5,140
34292,Manhattan,Washington Heights,40.85045,-73.93493,Private room,75,2,20,1.74,1,357
34293,Brooklyn,Bushwick,40.6969,-73.9114,Private room,52,2,12,1.19,1,0
34294,Brooklyn,Bensonhurst,40.61183,-73.98219,Private room,85,5,29,2.58,2,58
34295,Brooklyn,Sunset Park,40.63729,-74.01046,Private room,50,3,25,2.26,2,108
34296,Manhattan,West Village,40.73495,-74.00033,Entire home/apt,483,30,0,0.0,65,364
34297,Manhattan,Midtown,40.75524,-73.96382,Entire home/apt,290,30,0,0.0,65,365
34298,Manhattan,Midtown,40.76701,-73.98174,Entire home/apt,225,30,0,0.0,65,249
34299,Manhattan,Hell's Kitchen,40.76182,-73.99771,Entire home/apt,550,30,0,0.0,65,360
34300,Manhattan,Hell's Kitchen,40.76194,-73.99824,Entire home/apt,450,30,0,0.0,65,365
34301,Manhattan,Upper East Side,40.78009,-73.95929,Entire home/apt,200,30,0,0.0,65,364
34302,Brooklyn,Williamsburg,40.70747,-73.95304,Private room,80,3,6,0.61,1,282
34303,Manhattan,Midtown,40.75457,-73.96248,Entire home/apt,360,30,0,0.0,65,364
34304,Manhattan,Upper East Side,40.77834,-73.95193,Entire home/apt,210,30,0,0.0,65,364
34305,Manhattan,Kips Bay,40.73863,-73.98002,Entire home/apt,210,30,0,0.0,65,364
34306,Manhattan,Theater District,40.75994,-73.98673,Entire home/apt,225,30,0,0.0,65,250
34307,Brooklyn,Crown Heights,40.66957,-73.95764,Private room,75,1,27,2.47,1,146
34308,Manhattan,Hell's Kitchen,40.75516,-73.99547,Private room,120,7,1,0.41,47,338
34309,Brooklyn,Williamsburg,40.70844,-73.94415,Private room,70,2,20,1.9,2,345
34310,Manhattan,Financial District,40.70662,-74.00562,Private room,1700,120,0,0.0,1,0
34311,Manhattan,Harlem,40.82244,-73.94994,Entire home/apt,195,2,42,4.08,2,257
34312,Manhattan,East Harlem,40.79889,-73.94489,Entire home/apt,89,6,48,4.21,1,15
34313,Brooklyn,Bedford-Stuyvesant,40.68589,-73.94762,Private room,65,2,21,2.04,4,334
34314,Manhattan,Morningside Heights,40.81308,-73.95993,Private room,45,31,1,0.1,1,1
34315,Queens,Rockaway Beach,40.58511,-73.81757,Private room,53,2,7,0.61,1,252
34316,Queens,Elmhurst,40.73088,-73.87488,Entire home/apt,125,2,47,4.18,1,315
34317,Manhattan,Upper East Side,40.77168,-73.95393,Entire home/apt,140,2,5,0.55,1,0
34318,Manhattan,Gramercy,40.73615,-73.98166,Entire home/apt,130,15,0,0.0,1,0
34319,Brooklyn,Bedford-Stuyvesant,40.68613,-73.94786,Private room,65,2,25,2.52,4,347
34320,Bronx,Wakefield,40.89382,-73.84844,Entire home/apt,75,30,7,0.69,2,188
34321,Manhattan,Harlem,40.82958,-73.94184,Private room,80,1,1,0.11,2,364
34322,Brooklyn,Bedford-Stuyvesant,40.68608,-73.94813,Private room,65,2,17,1.65,4,350
34323,Brooklyn,Bedford-Stuyvesant,40.68635,-73.94821,Private room,55,2,18,1.6,4,359
34324,Manhattan,Kips Bay,40.74298,-73.97448,Entire home/apt,110,1,42,3.73,1,8
34325,Manhattan,Upper East Side,40.78319,-73.9544,Entire home/apt,120,1,16,1.41,1,2
34326,Brooklyn,Williamsburg,40.7082,-73.96719,Private room,130,2,12,1.07,1,26
34327,Manhattan,Upper East Side,40.7729,-73.95761,Private room,120,1,2,0.31,1,171
34328,Brooklyn,Williamsburg,40.70934,-73.95593,Entire home/apt,162,3,38,3.34,1,314
34329,Manhattan,Harlem,40.82962,-73.94212,Private room,80,1,12,1.04,2,357
34330,Staten Island,Tompkinsville,40.63513,-74.07929,Private room,135,2,65,6.13,2,293
34331,Brooklyn,Crown Heights,40.675,-73.92358,Entire home/apt,85,1,53,4.68,1,306
34332,Manhattan,Midtown,40.75299,-73.96659,Entire home/apt,699,3,8,1.21,49,204
34333,Manhattan,Midtown,40.75414,-73.96595,Entire home/apt,699,3,3,0.5,49,204
34334,Manhattan,Midtown,40.75239,-73.96684,Entire home/apt,699,3,1,0.3,49,204
34335,Manhattan,Midtown,40.75425,-73.96648,Entire home/apt,699,3,4,0.82,49,204
34336,Manhattan,Midtown,40.75397,-73.96697,Entire home/apt,699,3,5,0.48,49,204
34337,Manhattan,Midtown,40.75434,-73.96569,Entire home/apt,699,3,3,0.46,49,164
34338,Manhattan,Midtown,40.75442,-73.96696,Entire home/apt,699,3,8,1.18,49,204
34339,Manhattan,Midtown,40.75402,-73.9651,Entire home/apt,699,3,19,2.45,49,204
34340,Manhattan,Midtown,40.75243,-73.9654,Entire home/apt,699,3,5,0.74,49,206
34341,Manhattan,Midtown,40.75444,-73.96497,Entire home/apt,737,3,2,0.42,49,216
34342,Manhattan,Midtown,40.75224,-73.96652,Entire home/apt,737,3,1,0.21,49,200
34343,Manhattan,Midtown,40.75417,-73.96557,Entire home/apt,737,3,8,1.02,49,188
34344,Manhattan,Midtown,40.75402,-73.96567,Entire home/apt,737,3,1,0.21,49,222
34345,Manhattan,Midtown,40.75451,-73.96708,Entire home/apt,737,3,0,0.0,49,206
34346,Manhattan,Midtown,40.75425,-73.96556,Entire home/apt,737,3,4,0.36,49,249
34347,Manhattan,Midtown,40.75294,-73.96731,Entire home/apt,737,3,2,0.4,49,235
34348,Manhattan,Midtown,40.75269,-73.96678,Entire home/apt,737,3,5,1.17,49,230
34349,Manhattan,Midtown,40.75308,-73.96732,Entire home/apt,699,3,9,1.09,49,190
34350,Manhattan,Midtown,40.75231,-73.96707,Entire home/apt,699,3,7,1.27,49,176
34351,Manhattan,Midtown,40.75283,-73.96675,Entire home/apt,699,3,3,0.33,49,196
34352,Manhattan,Midtown,40.75459,-73.96707,Entire home/apt,737,3,3,0.44,49,153
34353,Manhattan,Midtown,40.75238,-73.96653,Entire home/apt,737,3,2,0.71,49,224
34354,Queens,Ditmars Steinway,40.77214,-73.89169,Private room,52,1,39,3.38,4,353
34355,Brooklyn,Crown Heights,40.66516,-73.94097,Private room,46,1,13,1.13,1,301
34356,Brooklyn,Williamsburg,40.70756,-73.94269,Private room,76,2,29,2.54,2,330
34357,Brooklyn,Williamsburg,40.70936,-73.94427,Private room,86,2,28,2.61,3,365
34358,Queens,Ditmars Steinway,40.77309,-73.89256,Private room,85,1,41,3.66,4,349
34359,Manhattan,West Village,40.73394,-74.00175,Entire home/apt,200,2,3,0.27,1,0
34360,Brooklyn,Bedford-Stuyvesant,40.69128,-73.94311,Private room,60,2,24,2.22,2,360
34361,Manhattan,East Village,40.72401,-73.98154,Private room,50,30,3,0.3,2,34
34362,Queens,Ditmars Steinway,40.77248,-73.89263,Private room,52,1,32,2.83,4,355
34363,Queens,Cambria Heights,40.69159,-73.73658,Private room,65,2,27,2.34,2,79
34364,Brooklyn,Cypress Hills,40.68351,-73.88448,Entire home/apt,89,2,14,1.48,2,180
34365,Manhattan,Midtown,40.75424,-73.96312,Entire home/apt,200,30,0,0.0,65,364
34366,Manhattan,Midtown,40.75909,-73.96398,Entire home/apt,154,30,0,0.0,65,364
34367,Manhattan,Murray Hill,40.74422,-73.97124,Entire home/apt,350,60,0,0.0,65,327
34368,Queens,Ridgewood,40.70108,-73.90222,Entire home/apt,120,2,3,0.27,1,40
34369,Manhattan,Kips Bay,40.74075,-73.97674,Entire home/apt,86,1,0,0.0,1,0
34370,Brooklyn,Midwood,40.62771,-73.96381,Private room,40,1,22,1.9,1,0
34371,Manhattan,Hell's Kitchen,40.75562,-73.99539,Private room,55,30,8,0.71,47,351
34372,Manhattan,Hell's Kitchen,40.76243,-73.99078,Private room,95,3,3,0.26,1,5
34373,Brooklyn,Bushwick,40.70382,-73.91456,Entire home/apt,250,2,25,2.37,2,260
34374,Brooklyn,Williamsburg,40.70713,-73.92918,Private room,55,2,18,1.61,2,5
34375,Brooklyn,Williamsburg,40.70757,-73.94466,Private room,86,2,23,2.18,3,365
34376,Brooklyn,Williamsburg,40.7089,-73.94447,Private room,86,2,17,1.53,3,342
34377,Brooklyn,Bedford-Stuyvesant,40.68571,-73.93868,Entire home/apt,250,3,22,1.94,2,314
34378,Manhattan,Inwood,40.86813,-73.92393,Private room,50,30,9,0.81,1,57
34379,Brooklyn,Bushwick,40.69752,-73.93497,Entire home/apt,245,2,5,0.79,1,128
34380,Manhattan,Midtown,40.7562,-73.96796,Entire home/apt,125,1,35,3.37,1,35
34381,Bronx,Mott Haven,40.81192,-73.91781,Entire home/apt,132,1,44,3.91,1,103
34382,Manhattan,Harlem,40.80765,-73.95484,Entire home/apt,112,3,4,0.37,1,24
34383,Brooklyn,Williamsburg,40.70562,-73.92734,Private room,65,1,2,0.44,1,0
34384,Queens,Ridgewood,40.70665,-73.90969,Private room,53,7,4,0.36,2,0
34385,Queens,Flushing,40.74702,-73.82618,Private room,38,28,0,0.0,1,123
34386,Manhattan,Midtown,40.75579,-73.9652,Entire home/apt,234,30,0,0.0,65,364
34387,Manhattan,East Village,40.72817,-73.9773,Private room,81,5,9,0.97,1,110
34388,Manhattan,Midtown,40.75375,-73.96362,Entire home/apt,350,30,0,0.0,65,364
34389,Brooklyn,Bedford-Stuyvesant,40.68593,-73.94628,Private room,55,2,3,0.29,1,0
34390,Manhattan,Midtown,40.74573,-73.99049,Entire home/apt,550,30,0,0.0,65,339
34391,Brooklyn,Bushwick,40.70743,-73.92294,Entire home/apt,175,4,7,0.63,3,54
34392,Manhattan,Hell's Kitchen,40.75974,-73.99016,Private room,110,1,69,6.22,12,232
34393,Manhattan,Hell's Kitchen,40.76037,-73.9917,Private room,110,1,63,5.71,12,267
34394,Manhattan,Hell's Kitchen,40.75983,-73.99119,Private room,115,1,82,7.34,12,230
34395,Manhattan,Hell's Kitchen,40.76629,-73.986,Entire home/apt,236,30,0,0.0,65,364
34396,Manhattan,Hell's Kitchen,40.75981,-73.99011,Private room,105,1,79,6.99,12,241
34397,Manhattan,Kips Bay,40.74324,-73.97224,Entire home/apt,184,29,0,0.0,96,7
34398,Brooklyn,Bedford-Stuyvesant,40.6838,-73.95161,Private room,60,2,25,2.29,7,349
34399,Brooklyn,Williamsburg,40.71796,-73.957,Private room,87,30,2,2.0,3,310
34400,Brooklyn,Williamsburg,40.71918,-73.95735,Private room,87,30,0,0.0,3,310
34401,Brooklyn,Williamsburg,40.71763,-73.95594,Private room,87,30,0,0.0,3,310
34402,Brooklyn,Bedford-Stuyvesant,40.68511,-73.94948,Private room,65,2,21,1.95,7,362
